id,city,date,time,severity,weather_condition,road_condition,num_vehicles,latitude,longitude
3644,Philadelphia,2022-02-18,10:45,Low,Snow,Dry,4,40.3195,-121.3438
3645,Dallas,2023-02-07,20:55,Low,Rain,Wet,2,40.7145,-82.7852
3646,Los Angeles,2022-01-18,18:24,Low,Snow,Slippery,1,30.0656,-116.8661
3647,Chicago,2023-08-16,15:46,Medium,Cloudy,Dry,4,36.3645,-120.6182
3648,New York,2021-06-20,12:32,High,Windy,Dry,5,34.463,-114.9436
3649,Chicago,2021-01-15,07:06,Medium,Snow,Icy,4,35.1757,-81.4549
3650,Philadelphia,2021-12-16,07:39,Low,Rain,Slippery,3,29.8005,-77.4292
3651,Chicago,2022-08-03,21:00,Low,Rain,Dry,1,26.3949,-104.1787
3652,New York,2023-07-06,10:20,Low,Clear,Wet,4,46.369,-98.7778
3653,Los Angeles,2022-04-22,18:32,Medium,Rain,Wet,5,40.0662,-110.1845
3654,Los Angeles,2021-02-18,17:25,Low,Clear,Slippery,2,32.4044,-84.6699
3655,Los Angeles,2021-01-16,06:57,Low,Rain,Under Construction,2,46.3865,-114.8476
3656,Jacksonville,2022-01-19,15:07,Medium,Clear,Dry,1,27.0698,-113.8022
3657,Columbus,2022-01-31,09:27,High,Rain,Dry,5,38.7204,-103.0784
3658,Chicago,2022-01-02,10:25,Low,Rain,Wet,3,44.6848,-97.3198
3659,New York,2021-06-09,18:29,Low,Rain,Slippery,4,38.035,-74.5573
3660,San Diego,2023-04-11,22:40,Low,Hail,Icy,1,35.3001,-87.6673
3661,Philadelphia,2021-02-21,10:19,Low,Clear,Under Construction,5,27.7708,-118.7531
3662,Charlotte,2021-09-12,06:48,Low,Cloudy,Wet,4,43.3018,-101.0899
3663,San Antonio,2023-06-19,12:04,Low,Clear,Dry,1,27.218,-119.9715
3664,Houston,2021-11-10,19:28,Low,Cloudy,Dry,4,42.4428,-119.9137
3665,New York,2021-11-09,17:35,Medium,Clear,Dry,4,36.6104,-113.5675
3666,Jacksonville,2023-08-01,17:20,Medium,Clear,Slippery,5,39.8197,-112.5055
3667,Phoenix,2022-07-03,14:35,Low,Fog,Dry,4,47.0183,-89.7912
3668,Chicago,2022-01-25,08:46,Medium,Rain,Dry,3,25.6903,-79.59
3669,San Diego,2022-05-13,15:25,Low,Rain,Wet,4,31.5822,-107.1281
3670,San Antonio,2021-10-05,17:15,Low,Fog,Dry,3,28.01,-109.5332
3671,Houston,2021-06-08,15:35,Medium,Clear,Under Construction,4,30.7254,-71.3879
3672,Chicago,2022-04-08,19:54,Low,Clear,Dry,1,34.4533,-111.8896
3673,Los Angeles,2022-07-08,18:07,High,Clear,Dry,2,30.8748,-86.1702
3674,Houston,2022-12-05,07:55,Medium,Fog,Wet,4,29.1848,-110.7082
3675,Los Angeles,2023-01-17,13:18,Low,Fog,Dry,3,29.6779,-76.6943
3676,Houston,2021-10-29,06:06,Low,Rain,Dry,5,32.6463,-88.6397
3677,San Diego,2021-12-08,18:05,Medium,Clear,Slippery,3,33.707,-95.7053
3678,New York,2023-01-22,05:39,High,Clear,Icy,5,28.9937,-108.9129
3679,San Antonio,2023-03-05,10:37,Medium,Clear,Dry,2,32.4338,-88.1057
3680,San Jose,2023-12-18,20:23,Medium,Clear,Dry,1,26.4066,-105.5636
3681,New York,2021-09-02,09:41,Medium,Snow,Dry,5,29.0807,-86.2571
3682,Austin,2022-04-26,04:29,Medium,Clear,Wet,1,25.5914,-95.835
3683,Columbus,2021-10-15,09:19,Low,Rain,Wet,4,46.6147,-105.956
3684,New York,2021-04-08,23:40,Low,Clear,Dry,5,33.9529,-84.2795
3685,San Antonio,2023-02-13,19:38,Low,Clear,Dry,1,45.2619,-114.3542
3686,San Antonio,2021-05-11,14:31,Medium,Clear,Dry,4,26.7831,-81.8174
3687,New York,2023-06-16,06:37,Low,Clear,Dry,2,26.8721,-119.7068
3688,Charlotte,2022-06-05,18:11,Medium,Rain,Icy,5,34.5594,-70.2584
3689,New York,2023-11-14,22:40,High,Clear,Dry,1,31.0783,-85.4952
3690,Jacksonville,2022-08-28,07:02,Medium,Fog,Wet,4,36.6209,-108.414
3691,New York,2021-03-08,21:41,Low,Snow,Dry,4,25.3183,-97.2643
3692,Jacksonville,2023-09-28,07:45,High,Clear,Under Construction,5,33.4689,-95.0214
3693,Jacksonville,2022-10-22,18:45,Low,Hail,Wet,4,29.9068,-82.8169
3694,Phoenix,2023-10-01,17:38,Medium,Clear,Dry,4,38.22,-87.676
3695,Chicago,2023-12-31,20:13,Medium,Rain,Wet,1,25.9283,-91.4952
3696,New York,2022-07-13,18:34,Low,Clear,Icy,5,26.2805,-109.7081
3697,New York,2023-06-08,18:55,Low,Rain,Dry,4,34.7873,-121.2159
3698,San Diego,2023-05-09,08:19,High,Clear,Slippery,3,44.441,-80.5457
3699,Chicago,2021-06-28,05:32,Low,Rain,Dry,3,46.0422,-94.6274
3700,San Antonio,2021-09-25,20:22,Low,Clear,Icy,2,32.398,-102.5779
3701,San Diego,2022-11-20,07:17,Medium,Rain,Wet,5,32.6096,-79.2062
3702,Chicago,2023-05-05,21:59,Medium,Rain,Dry,3,37.883,-83.0268
3703,Los Angeles,2022-12-24,18:47,Low,Clear,Dry,5,44.0773,-100.1959
3704,Austin,2021-04-16,06:31,Medium,Snow,Slippery,5,42.2848,-74.7955
3705,Jacksonville,2022-07-15,15:48,Medium,Snow,Dry,5,34.1404,-108.7506
3706,Los Angeles,2021-04-19,07:52,Medium,Clear,Dry,1,37.8862,-82.5004
3707,Charlotte,2022-12-03,15:05,Low,Clear,Wet,4,45.4457,-110.4884
3708,San Diego,2022-11-29,05:12,Medium,Rain,Wet,3,28.7036,-107.2153
3709,Houston,2021-05-25,10:46,Low,Clear,Wet,2,25.5157,-80.8886
3710,New York,2022-02-23,09:26,Medium,Rain,Dry,4,28.3102,-112.663
3711,Columbus,2023-02-23,20:38,Low,Clear,Wet,3,27.3554,-72.3687
3712,Columbus,2021-05-16,13:51,Low,Windy,Dry,2,26.4066,-79.6095
3713,San Diego,2022-08-21,09:33,Low,Rain,Slippery,1,40.2943,-86.7969
3714,Charlotte,2022-02-12,06:30,Medium,Fog,Wet,1,25.7225,-109.5046
3715,Charlotte,2023-05-01,13:46,Medium,Rain,Dry,2,44.6262,-104.2125
3716,Chicago,2023-07-24,11:22,Low,Cloudy,Dry,5,27.549,-104.7972
3717,Dallas,2022-05-28,08:49,Low,Cloudy,Dry,5,29.6993,-105.613
3718,Philadelphia,2022-02-25,08:03,Medium,Clear,Wet,2,40.0144,-76.3035
3719,Indianapolis,2022-02-26,11:47,Low,Rain,Dry,1,35.6837,-114.5507
3720,Austin,2022-05-28,01:08,Medium,Clear,Dry,1,32.356,-70.0481
3721,Phoenix,2022-09-01,10:32,Low,Cloudy,Slippery,4,47.0612,-92.7507
3722,San Diego,2022-05-17,18:16,Medium,Snow,Slippery,4,30.7327,-112.9382
3723,Chicago,2022-08-01,04:36,Medium,Clear,Dry,1,28.6267,-83.4926
3724,Houston,2023-01-10,14:13,Medium,Clear,Wet,5,31.0828,-70.7091
3725,Austin,2021-06-23,16:56,Medium,Hail,Icy,3,46.8891,-102.0272
3726,Dallas,2022-11-15,16:04,Medium,Clear,Icy,4,40.1067,-106.7533
3727,Chicago,2022-09-04,12:49,Low,Rain,Dry,1,47.2763,-113.1665
3728,Jacksonville,2021-11-16,23:56,Medium,Rain,Dry,3,36.3553,-121.5146
3729,San Jose,2021-05-22,14:30,Medium,Clear,Dry,3,33.6423,-73.1779
3730,San Jose,2022-04-13,12:09,High,Cloudy,Wet,5,41.0466,-119.0206
3731,Phoenix,2022-09-27,17:29,Medium,Snow,Dry,3,41.1242,-99.9854
3732,Los Angeles,2022-05-24,06:06,Low,Fog,Wet,2,43.4435,-83.2207
3733,Phoenix,2023-03-01,20:22,High,Rain,Dry,2,41.5038,-84.9952
3734,Philadelphia,2022-02-17,20:48,Low,Rain,Wet,1,47.0679,-86.6371
3735,Phoenix,2023-05-17,21:25,Medium,Clear,Wet,1,40.9291,-103.0301
3736,Jacksonville,2023-05-02,17:05,Medium,Windy,Slippery,1,38.0105,-100.13
3737,San Diego,2022-05-05,12:26,Low,Cloudy,Dry,4,27.681,-74.8614
3738,Houston,2022-03-25,08:21,Low,Clear,Slippery,1,36.7475,-102.594
3739,New York,2023-04-08,05:08,Low,Fog,Slippery,4,44.4503,-75.617
3740,Chicago,2023-03-06,15:35,Medium,Fog,Wet,5,47.7792,-83.5447
3741,Los Angeles,2021-06-24,15:59,Low,Rain,Dry,2,33.9397,-76.4972
3742,Austin,2022-01-11,07:22,Medium,Clear,Dry,1,46.6497,-115.0246
3743,Dallas,2022-07-31,12:58,Low,Rain,Dry,1,42.3224,-117.2952
3744,Houston,2023-10-26,20:15,Medium,Clear,Wet,3,30.2031,-101.8081
3745,Los Angeles,2023-05-11,19:11,Medium,Clear,Dry,3,36.2776,-102.5669
3746,Phoenix,2022-08-16,07:38,High,Clear,Dry,1,44.2762,-85.0834
3747,Houston,2022-03-21,20:10,Low,Fog,Dry,5,29.0046,-98.8866
3748,Chicago,2023-02-20,08:50,Medium,Clear,Dry,4,26.8599,-93.047
3749,Jacksonville,2021-11-06,01:15,Medium,Rain,Dry,5,32.5788,-87.3578
3750,New York,2023-04-26,22:42,Low,Cloudy,Under Construction,1,41.3339,-117.1179
3751,Houston,2021-12-02,14:05,Medium,Clear,Slippery,4,34.7497,-101.5513
3752,Chicago,2023-03-15,17:39,Low,Clear,Dry,4,46.8881,-105.0288
3753,Los Angeles,2023-11-22,09:00,High,Rain,Dry,2,40.3604,-90.7367
3754,Chicago,2021-03-05,19:31,Low,Rain,Wet,1,40.1835,-113.9244
3755,Jacksonville,2022-05-29,18:08,Medium,Rain,Dry,1,38.3871,-104.2002
3756,Phoenix,2022-05-27,05:25,Medium,Rain,Dry,4,32.5845,-107.23
3757,New York,2022-08-22,19:38,Low,Fog,Wet,5,30.4731,-95.8552
3758,Dallas,2021-12-13,21:58,Low,Clear,Dry,4,34.5141,-92.1341
3759,Houston,2022-05-19,12:05,Low,Clear,Dry,5,45.7512,-113.3408
3760,San Jose,2021-10-02,17:51,Low,Rain,Dry,3,41.294,-92.6952
3761,Philadelphia,2021-02-18,20:08,Medium,Clear,Icy,2,40.4308,-83.2766
3762,Houston,2022-06-09,18:20,High,Windy,Slippery,1,41.6021,-109.6389
3763,New York,2023-06-14,11:21,Medium,Cloudy,Dry,5,44.5688,-85.7331
3764,Houston,2022-12-11,18:47,Low,Cloudy,Wet,3,47.0633,-82.6468
3765,Charlotte,2022-01-21,12:00,Medium,Clear,Dry,4,25.7059,-102.0912
3766,New York,2022-11-02,17:26,Medium,Rain,Under Construction,4,28.1237,-87.2151
3767,Los Angeles,2021-03-01,21:57,Medium,Clear,Slippery,1,46.7006,-113.7869
3768,Houston,2023-05-25,12:30,Low,Clear,Dry,4,30.1415,-81.7341
3769,Chicago,2023-10-28,08:57,Medium,Clear,Wet,5,39.4653,-121.8695
3770,Phoenix,2023-04-11,17:20,Low,Snow,Dry,4,36.2497,-120.2337
3771,Los Angeles,2022-06-18,12:28,Low,Clear,Wet,1,38.5779,-83.3798
3772,Columbus,2022-12-01,09:27,Medium,Rain,Under Construction,1,42.3662,-95.0908
3773,New York,2023-10-27,12:07,Low,Clear,Dry,5,43.4185,-100.0341
3774,Indianapolis,2023-05-10,07:17,Medium,Cloudy,Wet,5,32.5389,-119.3091
3775,Chicago,2021-01-29,20:49,Low,Clear,Icy,1,25.9404,-118.3423
3776,New York,2021-04-24,22:59,Low,Rain,Dry,4,35.1436,-82.5696
3777,Phoenix,2022-04-20,16:46,Low,Clear,Wet,5,39.6332,-120.3135
3778,Philadelphia,2022-07-20,06:06,Low,Rain,Dry,5,30.0378,-116.3211
3779,Charlotte,2021-01-28,11:08,Medium,Clear,Icy,2,33.2446,-118.4763
3780,San Diego,2021-06-27,22:37,Low,Clear,Dry,1,38.2899,-113.3653
3781,Chicago,2022-08-02,05:11,Medium,Rain,Icy,1,41.7601,-110.13
3782,Dallas,2021-10-13,09:34,Medium,Windy,Dry,4,25.8343,-89.0967
3783,Philadelphia,2021-12-05,19:33,Low,Windy,Dry,2,42.9653,-78.7647
3784,San Antonio,2021-02-04,17:36,High,Rain,Wet,3,31.6745,-85.6145
3785,Phoenix,2022-02-03,01:06,Medium,Clear,Icy,2,39.5737,-76.6249
3786,Chicago,2023-07-06,17:11,Low,Rain,Slippery,4,27.8154,-73.4629
3787,Los Angeles,2021-06-13,15:07,High,Clear,Icy,5,34.5441,-104.2617
3788,Phoenix,2023-07-09,12:28,Medium,Windy,Icy,5,37.7115,-114.9918
3789,Charlotte,2021-03-10,20:03,Medium,Windy,Dry,4,31.2058,-103.4089
3790,New York,2022-01-16,08:53,Medium,Clear,Dry,4,27.5476,-76.6605
3791,Phoenix,2021-12-14,09:38,High,Clear,Dry,4,26.4753,-73.9817
3792,Phoenix,2022-08-01,15:26,Low,Clear,Wet,3,32.2762,-98.4644
3793,Chicago,2021-12-30,11:46,High,Rain,Slippery,5,37.2324,-70.8789
3794,San Diego,2022-10-24,07:26,High,Rain,Dry,1,43.7766,-103.0044
3795,Austin,2021-08-02,18:06,Low,Clear,Slippery,2,37.4993,-104.0954
3796,Dallas,2022-10-17,13:18,Medium,Clear,Dry,4,42.2708,-77.9861
3797,Philadelphia,2023-12-26,00:38,Medium,Clear,Dry,5,30.1368,-99.4363
3798,Chicago,2021-05-04,07:31,High,Clear,Slippery,3,42.1707,-75.2027
3799,Jacksonville,2023-02-11,08:15,Medium,Rain,Dry,5,47.3461,-103.3026
3800,New York,2022-07-26,18:28,Low,Snow,Slippery,4,44.6243,-73.1945
3801,Philadelphia,2021-10-01,12:34,High,Clear,Dry,3,47.8935,-83.5727
3802,New York,2021-10-25,13:24,Medium,Rain,Icy,5,45.9133,-102.3527
3803,Phoenix,2023-08-06,22:16,Medium,Clear,Slippery,2,39.5497,-120.7216
3804,Houston,2022-12-07,17:17,Medium,Fog,Wet,4,37.112,-92.3185
3805,San Antonio,2022-01-23,21:50,Low,Rain,Dry,2,46.4627,-85.5117
3806,New York,2021-10-13,14:44,High,Windy,Dry,3,30.535,-91.8522
3807,Los Angeles,2021-07-14,21:23,Low,Clear,Wet,2,32.3208,-75.3279
3808,New York,2022-05-05,06:49,High,Clear,Dry,2,45.8053,-113.7573
3809,Chicago,2021-11-05,12:12,Low,Rain,Dry,4,38.3302,-82.7395
3810,Houston,2023-02-18,11:06,Medium,Rain,Dry,2,27.1247,-114.3165
3811,Los Angeles,2023-01-21,05:26,Medium,Cloudy,Dry,3,47.0896,-111.063
3812,Dallas,2023-06-17,12:43,High,Cloudy,Dry,1,38.2623,-77.746
3813,Austin,2023-06-19,07:38,Medium,Clear,Slippery,2,34.0374,-117.9422
3814,Philadelphia,2022-02-19,09:54,Low,Clear,Dry,4,47.2513,-114.0831
3815,Dallas,2021-01-30,08:13,Medium,Rain,Wet,3,43.0065,-87.2905
3816,New York,2022-07-31,15:40,High,Clear,Slippery,2,44.7443,-86.6498
3817,Dallas,2022-04-14,21:03,Medium,Clear,Dry,4,34.9253,-70.7939
3818,Jacksonville,2021-10-22,14:23,Low,Clear,Dry,3,35.4354,-74.483
3819,Philadelphia,2023-02-14,07:57,Low,Snow,Wet,5,32.1806,-99.7965
3820,Houston,2021-03-16,12:49,Low,Rain,Dry,4,45.4932,-106.5979
3821,Los Angeles,2021-02-06,16:28,Medium,Clear,Icy,5,27.4369,-79.213
3822,Columbus,2023-02-17,20:08,Low,Hail,Dry,4,37.5508,-107.0297
3823,Jacksonville,2023-08-22,20:14,Low,Clear,Dry,2,45.957,-107.7621
3824,Los Angeles,2022-03-10,18:36,Low,Clear,Icy,4,26.7541,-118.4811
3825,Los Angeles,2021-02-01,17:48,Medium,Clear,Dry,1,47.7808,-88.7879
3826,Houston,2021-03-04,19:27,Low,Clear,Slippery,2,42.8527,-96.02
3827,San Jose,2021-06-15,09:36,Low,Fog,Dry,5,46.1395,-76.949
3828,Philadelphia,2021-12-06,10:48,Low,Snow,Dry,5,26.6612,-81.1208
3829,Jacksonville,2022-01-06,04:37,Medium,Clear,Icy,4,37.5935,-115.7497
3830,Los Angeles,2021-11-20,12:27,High,Snow,Icy,4,41.9434,-70.6837
3831,San Antonio,2021-10-06,09:58,Low,Rain,Dry,2,43.8217,-86.224
3832,San Jose,2021-12-12,11:47,Medium,Rain,Icy,2,37.9065,-95.6969
3833,Charlotte,2022-07-31,10:48,High,Hail,Icy,4,39.7742,-103.5514
3834,Los Angeles,2022-03-08,16:37,High,Rain,Dry,5,25.4406,-110.3122
3835,Los Angeles,2021-02-23,14:40,Low,Rain,Wet,2,38.588,-119.566
3836,Indianapolis,2022-10-16,19:21,Medium,Clear,Wet,4,40.1982,-104.6018
3837,Philadelphia,2021-02-26,19:07,High,Rain,Dry,1,39.1286,-96.8683
3838,Dallas,2022-08-15,09:36,Medium,Rain,Dry,4,46.6121,-77.5863
3839,Los Angeles,2021-01-21,02:45,Low,Rain,Wet,3,46.0532,-94.4422
3840,San Jose,2022-11-06,17:31,Medium,Fog,Wet,4,33.6719,-121.7446
3841,Dallas,2021-10-04,08:24,Medium,Snow,Icy,3,27.3813,-121.6526
3842,Houston,2021-08-05,14:12,Medium,Rain,Dry,2,43.1819,-86.7242
3843,San Antonio,2022-08-01,00:13,Medium,Clear,Dry,4,38.9771,-85.1553
3844,New York,2023-09-17,22:23,High,Clear,Dry,5,46.5124,-110.7145
3845,Houston,2021-07-22,12:25,Low,Clear,Dry,5,26.5423,-104.4082
3846,Los Angeles,2023-09-26,12:17,High,Cloudy,Dry,5,30.0649,-111.122
3847,New York,2023-01-03,09:23,Medium,Snow,Dry,5,47.5787,-112.2133
3848,Dallas,2023-08-17,20:18,Low,Clear,Wet,5,36.2432,-84.57
3849,Dallas,2023-07-22,23:17,Low,Snow,Dry,4,25.8496,-82.4357
3850,Houston,2021-03-23,15:26,Low,Clear,Icy,4,47.4632,-104.5076
3851,San Antonio,2023-09-09,22:14,Low,Cloudy,Wet,3,25.4885,-97.5526
3852,Dallas,2023-04-03,14:54,Low,Clear,Slippery,1,31.7468,-116.3057
3853,Houston,2023-10-15,22:20,Medium,Cloudy,Dry,2,43.5177,-75.3122
3854,Houston,2023-10-27,17:32,Medium,Clear,Wet,5,38.5285,-101.8653
3855,Houston,2023-11-03,13:14,Low,Clear,Dry,5,44.7573,-99.138
3856,New York,2023-05-10,13:58,Low,Clear,Dry,2,37.632,-118.5329
3857,Jacksonville,2021-10-22,19:37,Low,Rain,Wet,5,36.7045,-74.5866
3858,San Antonio,2021-12-04,09:43,Medium,Clear,Wet,3,27.2982,-85.8242
3859,Houston,2022-11-17,20:12,Low,Fog,Dry,4,45.6816,-111.4335
3860,Houston,2023-12-21,10:36,Medium,Rain,Dry,5,44.196,-108.726
3861,New York,2021-07-15,09:19,Low,Fog,Dry,4,33.5006,-119.6529
3862,New York,2022-05-04,18:07,Medium,Hail,Dry,5,36.1841,-91.6158
3863,Dallas,2023-12-10,18:11,Medium,Cloudy,Wet,3,28.539,-73.9556
3864,Dallas,2022-07-02,09:37,Medium,Fog,Dry,3,27.6429,-77.6598
3865,Houston,2023-09-11,17:51,Medium,Snow,Under Construction,4,41.8536,-102.9563
3866,Indianapolis,2023-08-04,19:44,Medium,Fog,Under Construction,4,45.9251,-74.6666
3867,Dallas,2022-10-23,08:37,Low,Rain,Wet,4,40.9436,-96.2306
3868,Dallas,2021-09-04,15:12,Low,Rain,Dry,2,41.1147,-108.6264
3869,New York,2021-11-20,11:50,Low,Clear,Dry,4,44.4746,-97.8279
3870,Houston,2021-10-30,13:00,High,Cloudy,Wet,4,27.3595,-99.6413
3871,Austin,2022-10-30,00:55,Low,Windy,Dry,5,41.5761,-74.3277
3872,San Antonio,2022-08-26,08:35,Medium,Fog,Dry,2,46.4572,-113.2666
3873,Chicago,2023-06-17,03:47,Low,Clear,Wet,2,38.2147,-105.4345
3874,Columbus,2022-09-25,23:17,Low,Clear,Icy,4,43.5587,-70.5809
3875,New York,2023-11-16,07:41,Low,Rain,Dry,1,32.3663,-80.632
3876,Los Angeles,2022-12-20,03:52,High,Clear,Dry,5,45.0295,-97.4942
3877,Austin,2021-07-11,20:09,Medium,Snow,Wet,4,35.0982,-100.8909
3878,Chicago,2022-10-24,10:00,Medium,Clear,Dry,1,40.9069,-100.5826
3879,Dallas,2022-07-23,08:14,High,Rain,Dry,1,35.7263,-87.3925
3880,Los Angeles,2023-01-19,15:04,High,Clear,Dry,2,29.2962,-110.3739
3881,Charlotte,2023-06-28,20:48,Medium,Clear,Dry,3,28.0678,-116.2689
3882,Indianapolis,2021-09-02,02:00,Low,Clear,Dry,3,47.1725,-113.8651
3883,Philadelphia,2023-02-04,03:25,High,Clear,Dry,2,32.9045,-86.9712
3884,Charlotte,2023-06-08,17:59,Medium,Rain,Slippery,2,32.2138,-120.7023
3885,San Diego,2023-02-24,17:21,Low,Clear,Icy,5,45.0688,-98.7697
3886,Los Angeles,2023-01-14,05:37,High,Clear,Dry,1,44.2076,-113.0218
3887,Los Angeles,2022-02-10,09:55,High,Rain,Dry,1,39.3615,-96.3893
3888,Houston,2021-11-23,06:17,Low,Clear,Dry,3,28.42,-85.6045
3889,Los Angeles,2023-06-03,18:15,Low,Snow,Icy,4,25.8999,-86.8216
3890,New York,2021-07-14,23:00,Medium,Clear,Wet,4,26.6629,-92.9648
3891,Philadelphia,2022-07-13,04:53,High,Rain,Dry,3,37.7375,-82.2559
3892,Houston,2021-09-02,19:57,Low,Fog,Wet,1,41.74,-94.8978
3893,Austin,2021-02-07,10:34,Medium,Clear,Slippery,5,25.9614,-115.7216
3894,Dallas,2021-02-02,08:18,Low,Windy,Wet,1,40.9822,-75.5544
3895,Los Angeles,2022-11-26,11:45,High,Rain,Icy,4,43.6383,-91.2519
3896,San Jose,2021-03-19,16:06,High,Clear,Wet,5,31.9796,-120.8539
3897,Los Angeles,2021-10-08,22:04,High,Clear,Dry,4,44.0776,-81.6595
3898,Dallas,2021-10-23,14:09,Medium,Clear,Wet,2,34.1204,-113.748
3899,San Antonio,2023-07-26,19:17,High,Fog,Dry,3,38.7728,-77.9438
3900,New York,2023-03-08,00:37,Low,Clear,Icy,4,33.4972,-71.6318
3901,Columbus,2022-12-26,13:57,Medium,Clear,Dry,5,39.5295,-111.0237
3902,Chicago,2022-08-08,23:39,Low,Clear,Wet,4,31.6861,-116.7778
3903,Chicago,2022-07-09,11:33,High,Fog,Wet,3,29.3707,-75.8402
3904,Phoenix,2021-09-18,19:01,Low,Clear,Wet,5,46.1016,-101.9515
3905,New York,2021-07-12,21:26,Low,Snow,Dry,3,36.2702,-105.3291
3906,New York,2023-03-24,06:47,Low,Rain,Wet,3,45.3438,-120.1209
3907,Austin,2022-03-26,11:40,Low,Clear,Wet,5,37.1992,-92.6409
3908,New York,2023-11-11,07:11,Medium,Clear,Wet,2,33.5205,-74.4009
3909,Houston,2023-04-30,19:29,Low,Clear,Wet,1,43.5426,-97.5594
3910,Philadelphia,2022-04-18,21:07,Medium,Rain,Icy,3,47.2008,-88.9914
3911,Dallas,2023-08-22,19:52,High,Clear,Under Construction,2,45.5624,-121.0771
3912,Indianapolis,2023-07-20,13:43,Medium,Rain,Dry,1,28.0709,-101.8981
3913,San Jose,2022-08-10,09:14,Medium,Clear,Under Construction,3,41.0199,-89.6932
3914,Charlotte,2021-03-04,18:11,Medium,Clear,Wet,4,47.2256,-77.4493
3915,San Diego,2021-04-13,20:27,High,Clear,Dry,2,42.2766,-84.9536
3916,New York,2021-07-19,06:55,Low,Clear,Dry,4,44.4622,-112.9823
3917,Philadelphia,2021-02-06,19:41,Medium,Rain,Wet,3,39.8201,-112.2038
3918,Los Angeles,2022-08-02,07:20,Low,Rain,Dry,2,33.2819,-82.2628
3919,Houston,2023-09-04,13:11,Low,Clear,Dry,2,47.8878,-87.7648
3920,Los Angeles,2023-12-04,14:22,Low,Cloudy,Wet,4,47.8915,-110.1817
3921,San Antonio,2023-02-15,08:14,Low,Fog,Dry,5,45.0832,-112.83
3922,San Diego,2021-02-02,18:50,Medium,Cloudy,Wet,5,42.7527,-109.1776
3923,Houston,2023-10-28,19:19,Medium,Cloudy,Wet,2,40.6968,-112.7618
3924,San Diego,2022-11-29,09:41,Low,Hail,Dry,4,26.8679,-100.1763
3925,Houston,2023-08-30,16:18,High,Rain,Wet,1,36.9558,-82.3909
3926,Dallas,2023-11-25,19:13,Medium,Clear,Dry,5,32.4881,-84.6304
3927,New York,2022-11-03,22:37,High,Clear,Wet,4,28.9771,-72.4516
3928,New York,2022-11-12,22:03,Low,Clear,Dry,4,28.1657,-86.9164
3929,Chicago,2023-11-01,21:37,High,Clear,Under Construction,5,45.1908,-86.6937
3930,San Antonio,2021-06-25,18:35,Low,Snow,Dry,1,37.6532,-88.4702
3931,Dallas,2021-02-17,19:06,Low,Snow,Wet,5,26.3273,-112.5253
3932,San Antonio,2021-06-25,10:20,Low,Snow,Icy,1,37.9964,-101.328
3933,San Diego,2021-07-21,16:50,High,Rain,Dry,3,39.5167,-103.642
3934,Los Angeles,2023-09-18,20:17,Low,Snow,Slippery,3,45.1611,-84.5238
3935,San Diego,2023-03-19,12:45,Medium,Snow,Dry,1,46.8466,-104.0428
3936,Los Angeles,2023-07-25,07:29,Low,Clear,Dry,3,29.7305,-72.9636
3937,Houston,2022-11-02,08:27,Medium,Rain,Dry,2,30.7659,-84.4464
3938,San Jose,2021-09-24,12:53,Medium,Rain,Dry,1,25.2087,-85.1393
3939,New York,2023-06-16,16:16,High,Clear,Slippery,2,44.9514,-120.448
3940,Indianapolis,2023-04-26,06:42,Medium,Rain,Dry,4,34.0398,-85.1849
3941,Jacksonville,2023-04-25,16:31,Low,Clear,Icy,1,35.5677,-82.9637
3942,Chicago,2021-12-15,10:14,Medium,Rain,Dry,1,30.0145,-103.8902
3943,Charlotte,2022-02-08,12:54,Low,Clear,Dry,5,35.2463,-83.7318
3944,Dallas,2023-02-17,13:20,Medium,Rain,Dry,1,40.2073,-112.8554
3945,Austin,2022-04-04,17:19,High,Clear,Wet,1,29.2185,-102.2984
3946,San Jose,2022-06-18,16:40,Low,Clear,Slippery,1,42.7315,-101.4673
3947,Chicago,2023-06-23,11:44,Low,Snow,Dry,3,26.4636,-90.5319
3948,Los Angeles,2022-11-21,12:25,Low,Rain,Dry,2,41.3531,-115.8577
3949,Chicago,2021-04-21,11:04,Low,Rain,Slippery,1,45.0352,-78.3577
3950,Dallas,2023-10-24,06:13,Low,Snow,Icy,4,42.2184,-70.3327
3951,Charlotte,2022-05-20,16:23,Medium,Rain,Dry,5,32.2888,-83.0364
3952,Dallas,2023-03-15,12:30,Low,Clear,Wet,1,35.9067,-70.7441
3953,Charlotte,2023-02-26,16:38,Low,Fog,Dry,4,25.2177,-87.8434
3954,Austin,2022-05-22,08:44,Low,Clear,Wet,2,35.8322,-108.3854
3955,Houston,2021-02-10,07:15,Medium,Rain,Dry,4,36.0867,-85.9542
3956,Dallas,2021-05-19,14:11,Medium,Clear,Wet,4,42.3164,-97.4081
3957,Los Angeles,2023-01-17,11:38,Low,Clear,Slippery,5,32.4328,-96.5072
3958,Houston,2021-02-22,20:57,Low,Rain,Icy,5,42.8998,-84.8981
3959,Indianapolis,2022-04-02,19:22,Medium,Clear,Wet,1,33.615,-75.5238
3960,San Diego,2022-12-20,19:38,Low,Cloudy,Dry,3,44.5613,-96.0605
3961,Chicago,2023-04-25,09:23,Medium,Clear,Wet,1,42.4384,-73.9883
3962,Dallas,2021-09-09,23:22,Low,Rain,Slippery,4,32.2701,-83.5182
3963,San Diego,2022-12-20,18:47,Medium,Rain,Dry,1,27.5041,-92.7754
